Process,Function,Job,Discipline,Description,Word_Count,Edited_Description,Valence,Arousal,Dominance,Auditory,Gustatory,Haptic,Interoceptive,Olfactory,Visual,Foot_leg,Hand_arm,Head,Mouth,Torso,Valence_Category,Arousal_Category,Dominance_Category,Auditory_Category,Gustatory_Category,Haptic_Category,Interoceptive_Category,Olfactory_Category,Visual_Category,Foot_leg_Category,Hand_arm_Category,Head_Category,Mouth_Category,Torso_Category
Creatives,Builders,French polisher,Arts & Crafts,"A French Polisher restores and finishes wooden furniture and surfaces using traditional French polishing techniques. They apply shellac, sand, and buff surfaces to achieve a high-gloss, smooth finish that enhances the wood's natural beauty. French Polishers work with antique and high-quality furniture, ensuring the preservation and enhancement of their appearance. Their skills in surface preparation and polishing are essential in producing exquisite wood finishes.",64,"['french', 'polisher', 'restores', 'finish', 'wooden', 'furniture', 'surface', 'using', 'traditional', 'french', 'polishing', 'technique', 'apply', 'shellac', 'sand', 'buff', 'surface', 'achieve', 'high-gloss', 'smooth', 'finish', 'enhances', 'wood', ""'s"", 'natural', 'beauty', 'french', 'polishers', 'work', 'antique', 'high-quality', 'furniture', 'ensuring', 'preservation', 'enhancement', 'appearance', 'skill', 'surface', 'preparation', 'polishing', 'essential', 'producing', 'exquisite', 'wood', 'finish']",0.6821165966673884,0.4833135441373006,0.6637916088993973,1.0849521319354836,0.4232010900967743,2.0738820074193547,0.8221448543870966,0.621715799,3.4492274464516126,1.4459548799354842,2.1348878059999996,2.2669111378064515,1.054916831387097,1.1317975106129032,Extremely High,Low,High,Extremely Low,High,Extremely High,Low,High,High,Extremely High,High,Extremely Low,Extremely Low,High
Creatives,Builders,Furniture maker,Arts & Crafts,"A Furniture Maker designs and constructs custom furniture pieces, including chairs, tables, cabinets, and beds. They work with various materials, primarily wood, to create functional and aesthetically pleasing furniture. Furniture Makers use traditional and modern woodworking techniques, including carving, joinery, and finishing. Their craftsmanship and creativity are crucial in producing high-quality and unique furniture that meets clients' needs and preferences.",60,"['furniture', 'maker', 'design', 'construct', 'custom', 'furniture', 'piece', 'including', 'chair', 'table', 'cabinet', 'bed', 'work', 'various', 'material', 'primarily', 'wood', 'create', 'functional', 'aesthetically', 'pleasing', 'furniture', 'furniture', 'makers', 'use', 'traditional', 'modern', 'woodworking', 'technique', 'including', 'carving', 'joinery', 'finishing', 'craftsmanship', 'creativity', 'crucial', 'producing', 'high-quality', 'unique', 'furniture', 'meet', 'client', 'need', 'preference']",0.646484375037511,0.48489686210796373,0.6071651535844336,1.4061696981750003,0.41398163824999995,2.0301429780499998,0.9156554404000001,0.5915931121000001,3.4025900563,1.3648826640749998,2.20872294095,2.454027894275,1.1685797269,1.2958568700500002,Moderate,Low,Low,Low,High,Extremely High,Moderate,High,High,High,High,Low,Low,Extremely High
Creatives,Builders,Glass decorator,Arts & Crafts,"A Glass Decorator embellishes glass items with decorative designs using techniques such as painting, etching, sandblasting, and engraving. They create patterns, images, and text on glassware, windows, and art pieces, enhancing their visual appeal. Glass Decorators work with various types of glass, ensuring their designs are durable and aesthetically pleasing. Their artistic skills and knowledge of glass decoration techniques are essential in producing beautiful and intricate glasswork.",67,"['glass', 'decorator', 'embellishes', 'glass', 'item', 'decorative', 'design', 'using', 'technique', 'painting', 'etching', 'sandblasting', 'engraving', 'create', 'pattern', 'image', 'text', 'glassware', 'window', 'art', 'piece', 'enhancing', 'visual', 'appeal', 'glass', 'decorators', 'work', 'various', 'type', 'glass', 'ensuring', 'design', 'durable', 'aesthetically', 'pleasing', 'artistic', 'skill', 'knowledge', 'glass', 'decoration', 'technique', 'essential', 'producing', 'beautiful', 'intricate', 'glasswork']",0.6443622361048766,0.47873948513466863,0.6571152463259335,1.2871962653589744,0.36396422564102554,1.8941713236410256,0.7292996913333334,0.39263041520512815,3.7537453888717947,0.7382956970000002,2.3974207652307697,2.747774986102563,1.0710952446153845,0.7454125338461538,Moderate,Low,High,Low,Moderate,Extremely High,Low,Moderate,Extremely High,Low,Extremely High,Moderate,Low,Low
Creatives,Builders,Glassblower,Arts & Crafts,"A Glassblower creates glass objects by blowing air into molten glass to shape it. They use a blowpipe and various tools to form glass into items such as vases, bowls, ornaments, and sculptures. Glassblowers work with different types of glass and colors, often adding decorative elements to their creations. Their expertise in glass manipulation and control of temperature is crucial in producing high-quality and unique glass pieces.",67,"['glassblower', 'creates', 'glass', 'object', 'blowing', 'air', 'molten', 'glass', 'shape', 'use', 'blowpipe', 'various', 'tool', 'form', 'glass', 'item', 'vas', 'bowl', 'ornament', 'sculpture', 'glassblowers', 'work', 'different', 'type', 'glass', 'color', 'often', 'adding', 'decorative', 'element', 'creation', 'expertise', 'glass', 'manipulation', 'control', 'temperature', 'crucial', 'producing', 'high-quality', 'unique', 'glass', 'piece']",0.588782501611106,0.4766981692624968,0.5794929352450423,1.4096653413888887,0.463433220638889,2.3427946621388895,0.8767944918055552,0.5374921628055557,3.5180505924444443,0.9276987278611109,2.3844961979166666,2.548525639194444,1.4380596222222222,0.9917870160277776,Extremely Low,Low,Extremely Low,Low,High,Extremely High,Low,High,High,Low,Extremely High,Low,Moderate,Moderate
Creatives,Builders,Glassmaker,Arts & Crafts,"A Glassmaker manufactures glass products through various processes, including blowing, casting, and pressing. They produce items such as bottles, windows, tableware, and art pieces. Glassmakers work in factories, studios, and workshops, using specialized equipment to shape and form glass. Their skills in glass production techniques and understanding of materials are essential in creating durable and aesthetically pleasing glass products.",59,"['glassmaker', 'manufacture', 'glass', 'product', 'various', 'process', 'including', 'blowing', 'casting', 'pressing', 'produce', 'item', 'bottle', 'window', 'tableware', 'art', 'piece', 'glassmakers', 'work', 'factory', 'studio', 'workshop', 'using', 'specialized', 'equipment', 'shape', 'form', 'glass', 'skill', 'glass', 'production', 'technique', 'understanding', 'material', 'essential', 'creating', 'durable', 'aesthetically', 'pleasing', 'glass', 'product']",0.6206355205914181,0.45084961515521116,0.6107262686619288,1.492586857342105,0.4667901137631578,2.1455509340526318,0.717970200605263,0.5987941901315791,3.5234841236315795,0.9408869180263156,2.2260597123421055,2.452628808763157,1.3077621947631584,0.9278019757368423,Low,Extremely Low,Low,Low,High,Extremely High,Low,High,High,Moderate,High,Low,Moderate,Moderate
Creatives,Builders,Goldsmith,Arts & Crafts,"A Goldsmith designs, creates, and repairs gold jewelry and other gold items. They work with gold and other precious metals, using techniques such as casting, soldering, and engraving to craft intricate and valuable pieces. Goldsmiths often create custom jewelry, ensuring each piece meets specific design and quality standards. Their craftsmanship and knowledge of goldworking techniques are crucial in producing high-quality and beautiful gold items.",64,"['goldsmith', 'design', 'creates', 'repair', 'gold', 'jewelry', 'gold', 'item', 'work', 'gold', 'precious', 'metal', 'using', 'technique', 'casting', 'soldering', 'engraving', 'craft', 'intricate', 'valuable', 'piece', 'goldsmiths', 'often', 'create', 'custom', 'jewelry', 'ensuring', 'piece', 'meet', 'specific', 'design', 'quality', 'standard', 'craftsmanship', 'knowledge', 'goldworking', 'technique', 'crucial', 'producing', 'high-quality', 'beautiful', 'gold', 'item']",0.6806115050301926,0.5102520522804643,0.6742744199399193,1.3130727615833335,0.40022290011111095,1.838485714,0.8044653341944444,0.47895700161111116,3.4511722559444444,0.7810844172222223,2.367987831138889,2.6282389576388887,1.0692277227777778,0.793012675361111,Extremely High,Moderate,High,Low,High,Extremely High,Low,Moderate,High,Low,Extremely High,Low,Low,Low
Creatives,Builders,Jeweller,Arts & Crafts,"A Jeweller designs, creates, and repairs jewelry using various materials, including precious metals, gemstones, and beads. They craft rings, necklaces, bracelets, earrings, and other accessories, often customizing pieces to meet clients' specifications. Jewellers use techniques such as soldering, stone setting, and polishing to create and finish their work. Their artistic skills and attention to detail are essential in producing high-quality and unique jewelry.",63,"['jeweller', 'design', 'creates', 'repair', 'jewelry', 'using', 'various', 'material', 'including', 'precious', 'metal', 'gemstone', 'bead', 'craft', 'ring', 'necklace', 'bracelet', 'earring', 'accessory', 'often', 'customizing', 'piece', 'meet', 'client', 'specification', 'jewellers', 'use', 'technique', 'soldering', 'stone', 'setting', 'polishing', 'create', 'finish', 'work', 'artistic', 'skill', 'attention', 'detail', 'essential', 'producing', 'high-quality', 'unique', 'jewelry']",0.6478028397229382,0.5121242519858865,0.6509522031569257,1.28930536975,0.38563301916666665,2.020979811416667,0.8342754569999999,0.42970529325,3.442879686638888,0.9433934013611113,2.3888674656666664,2.522497441833333,1.1357376534444443,0.9153637581666669,Moderate,Moderate,High,Low,High,Extremely High,Low,Moderate,High,Moderate,Extremely High,Low,Low,Moderate
Creatives,Builders,Model maker,Architecture & Interiors,"A Model Maker creates detailed scale models for various purposes, including architectural presentations, film and television sets, and product prototypes. They work with materials such as wood, plastic, metal, and foam to build accurate and realistic models. Model Makers use tools and techniques like cutting, carving, and painting to achieve the desired level of detail. Their precision and craftsmanship are crucial in producing high-quality models that serve as effective visual representations.",71,"['model', 'maker', 'creates', 'detailed', 'scale', 'model', 'various', 'purpose', 'including', 'architectural', 'presentation', 'film', 'television', 'set', 'product', 'prototype', 'work', 'material', 'wood', 'plastic', 'metal', 'foam', 'build', 'accurate', 'realistic', 'model', 'model', 'makers', 'use', 'tool', 'technique', 'like', 'cutting', 'carving', 'painting', 'achieve', 'desired', 'level', 'detail', 'precision', 'craftsmanship', 'crucial', 'producing', 'high-quality', 'model', 'serve', 'effective', 'visual', 'representation']",0.6258599429069714,0.5068022063044189,0.6178870010713158,1.5222195916,0.411143006511111,1.8128265081555555,0.8738610430444445,0.5725787786000001,3.4401025221111112,1.1160595550888888,2.2440122133555556,2.6353427460888885,1.1383826254888887,1.0085874318666668,Moderate,Moderate,Low,Low,High,High,Low,High,High,Moderate,High,Low,Low,Moderate
Creatives,Builders,Origami craftsperson,Arts & Crafts,"An Origami Craftsperson creates intricate paper art using the traditional Japanese technique of origami, which involves folding paper into various shapes and figures without cutting or gluing. They produce decorative items, sculptures, and custom designs for events and exhibitions. Origami Craftspersons often teach workshops and create instructional materials to share their skills. Their creativity and precision in paper folding are essential in producing detailed and artistic origami pieces.",68,"['origami', 'craftsperson', 'creates', 'intricate', 'paper', 'art', 'using', 'traditional', 'japanese', 'technique', 'origami', 'involves', 'folding', 'paper', 'various', 'shape', 'figure', 'without', 'cutting', 'gluing', 'produce', 'decorative', 'item', 'sculpture', 'custom', 'design', 'event', 'exhibition', 'origami', 'craftspersons', 'often', 'teach', 'workshop', 'create', 'instructional', 'material', 'share', 'skill', 'creativity', 'precision', 'paper', 'folding', 'essential', 'producing', 'detailed', 'artistic', 'origami', 'piece']",0.6657712363055371,0.42900223997978054,0.6383785522685097,1.4837199014878049,0.4000039479756097,1.9681408018536592,0.7106121601707317,0.48883323117073174,3.6711824902195116,0.8474127255365855,2.631790630487805,2.6179735892682934,1.1102532917317072,0.818448930878049,High,Extremely Low,Moderate,Low,High,Extremely High,Extremely Low,High,Extremely High,Low,Extremely High,Low,Low,Low
Creatives,Builders,Paper craftsperson,Arts & Crafts,"A Paper Craftsperson creates art and decorative items using paper as the primary medium. They use techniques such as cutting, folding, quilling, and collage to produce items like greeting cards, sculptures, and home decor. Paper Craftspersons often work on custom projects for events, gifts, and exhibitions. Their artistic skills and knowledge of paper manipulation techniques are crucial in producing beautiful and intricate paper art.",64,"['paper', 'craftsperson', 'creates', 'art', 'decorative', 'item', 'using', 'paper', 'primary', 'medium', 'use', 'technique', 'cutting', 'folding', 'quilling', 'collage', 'produce', 'item', 'like', 'greeting', 'card', 'sculpture', 'home', 'decor', 'paper', 'craftspersons', 'often', 'work', 'custom', 'project', 'event', 'gift', 'exhibition', 'artistic', 'skill', 'knowledge', 'paper', 'manipulation', 'technique', 'crucial', 'producing', 'beautiful', 'intricate', 'paper', 'art']",0.6772860546344526,0.45038638757551813,0.6518321032817312,1.5773426076250001,0.41892038697499984,1.9215124892750002,0.9104825863749999,0.5691824627500001,3.567829444600001,0.9454029864000001,2.4624292879250005,2.6043992612750007,1.281375123325,0.9516185964,High,Extremely Low,High,Low,High,Extremely High,Moderate,High,High,Moderate,Extremely High,Low,Low,Moderate
Creatives,Builders,Picture framer,Arts & Crafts,"A Picture Framer designs and constructs frames for artworks, photographs, and other display items. They select appropriate materials, cut and assemble frames, and mount the items securely. Picture Framers work with clients to choose frames that complement and protect the artwork. Their craftsmanship and attention to detail are essential in creating high-quality frames that enhance the presentation and preservation of the items.",62,"['picture', 'framer', 'design', 'construct', 'frame', 'artwork', 'photograph', 'display', 'item', 'select', 'appropriate', 'material', 'cut', 'assemble', 'frame', 'mount', 'item', 'securely', 'picture', 'framers', 'work', 'client', 'choose', 'frame', 'complement', 'protect', 'artwork', 'craftsmanship', 'attention', 'detail', 'essential', 'creating', 'high-quality', 'frame', 'enhance', 'presentation', 'preservation', 'item']",0.5975870125996292,0.5041329035401545,0.6141613659283918,1.3907825411714285,0.41373043948571425,1.667079515942857,0.8673162597714285,0.46368673785714287,3.438293211971429,0.7890166569142858,2.2532994825714288,2.6344090609999995,1.149432550571429,0.809351829314286,Low,Moderate,Low,Low,High,High,Low,Moderate,High,Low,High,Low,Low,Low
